ID,RA_1,Dec_1,PhotoFlag,FWHM,r_petro,er_petro
SPLUS.STRIPE82-0144.02992.griz,339.6694,0.1009,2,6.8,14.45,0.02
SPLUS.STRIPE82-0144.05115.griz,340.825,0.2147,0,13.69,16.74,0.02
SPLUS.STRIPE82-0144.05149.griz,339.8698,0.2074,0,5.96,15.69,0.02
SPLUS.STRIPE82-0144.05174.griz,340.7983,0.2215,2,8.31,16.7,0.02
SPLUS.STRIPE82-0144.05388.griz,340.5518,0.2257,0,7.07,16.49,0.02
SPLUS.STRIPE82-0144.05536.griz,340.8654,0.2365,0,5.38,16.44,0.02
SPLUS.STRIPE82-0144.06932.griz,340.1211,0.2798,0,6.07,14.59,0.02
SPLUS.STRIPE82-0144.07144.griz,340.7617,0.2913,0,6.29,15.93,0.02
SPLUS.STRIPE82-0144.07231.griz,340.6673,0.3094,3,5.71,16.5,0.02
SPLUS.STRIPE82-0144.07431.griz,340.8581,0.2987,2,6.33,15.33,0.02
SPLUS.STRIPE82-0144.07854.griz,340.8412,0.3387,0,11.36,16.66,0.02
SPLUS.STRIPE82-0144.08348.griz,339.711,0.3221,2,6.64,15.22,0.02
SPLUS.STRIPE82-0144.08550.griz,340.7114,0.3557,2,18.79,16.19,0.02
SPLUS.STRIPE82-0144.09310.griz,340.7555,0.4029,3,7.46,16.76,0.02
SPLUS.STRIPE82-0144.09577.griz,339.8887,0.4109,0,6.01,16.77,0.02
SPLUS.STRIPE82-0144.09899.griz,340.8112,0.4159,3,5.66,15.1,0.02
SPLUS.STRIPE82-0144.09974.griz,340.8144,0.4083,3,10.46,15.87,0.02
SPLUS.STRIPE82-0144.10048.griz,340.8015,0.4266,3,5.7,15.35,0.02
SPLUS.STRIPE82-0144.10278.griz,339.5889,0.4409,2,6.39,16.84,0.02
SPLUS.STRIPE82-0144.10379.griz,340.8403,0.4268,3,28.53,16.45,0.02
SPLUS.STRIPE82-0144.11318.griz,340.3392,0.4689,3,26.48,16.68,0.03
SPLUS.STRIPE82-0144.11396.griz,340.832,0.45899999999999996,3,5.68,14.84,0.02
SPLUS.STRIPE82-0144.11472.griz,340.8105,0.485,0,5.71,15.96,0.02
SPLUS.STRIPE82-0144.11484.griz,340.5173,0.4866,3,67.6,11.93,0.02
SPLUS.STRIPE82-0144.11751.griz,340.8372,0.4734,3,9.32,14.47,0.02
SPLUS.STRIPE82-0144.11762.griz,339.6029,0.5023,3,10.77,16.51,0.02
SPLUS.STRIPE82-0144.12176.griz,340.8351,0.5248,3,5.03,16.79,0.02
SPLUS.STRIPE82-0144.12425.griz,340.5145,0.4959,3,158.31,11.82,0.02
SPLUS.STRIPE82-0144.12518.griz,339.5265,0.5326,2,6.01,16.95,0.02
SPLUS.STRIPE82-0144.13190.griz,340.8335,0.5682,0,7.97,16.81,0.02
SPLUS.STRIPE82-0144.14424.griz,340.8055,0.6157,0,13.11,16.83,0.02
SPLUS.STRIPE82-0144.14713.griz,339.9247,0.6205,2,5.48,16.59,0.02
SPLUS.STRIPE82-0144.15903.griz,339.5868,0.6919,3,176.58,15.03,0.02
SPLUS.STRIPE82-0144.16103.griz,339.5262,0.6521,3,45.22,16.75,0.05
SPLUS.STRIPE82-0144.16186.griz,340.125,0.6768,3,6.08,16.59,0.02
SPLUS.STRIPE82-0144.16490.griz,340.5447,0.691,0,5.01,15.57,0.02
SPLUS.STRIPE82-0144.16934.griz,340.0096,0.7063,0,5.4,16.5,0.02
SPLUS.STRIPE82-0144.17596.griz,340.7633,0.7381,2,5.08,16.86,0.02
SPLUS.STRIPE82-0144.18105.griz,340.595,0.7577,3,16.47,16.46,0.02
SPLUS.STRIPE82-0144.18854.griz,339.6755,0.7833,2,5.35,16.85,0.02
SPLUS.STRIPE82-0144.18864.griz,340.6081,0.7827,3,6.06,16.61,0.03
SPLUS.STRIPE82-0144.19786.griz,339.4591,0.7977,3,94.51,16.24,0.03
SPLUS.STRIPE82-0144.20352.griz,340.4697,0.8438,0,7.66,16.66,0.02
SPLUS.STRIPE82-0144.20604.griz,340.6431,1.2473,3,14.09,16.63,0.02
SPLUS.STRIPE82-0144.20634.griz,340.6052,1.1981,3,5.9,16.96,0.02
SPLUS.STRIPE82-0144.20745.griz,340.5997,1.2269,3,5.93,14.74,0.02
SPLUS.STRIPE82-0144.20947.griz,340.6111,1.1953,3,12.26,15.14,0.02
SPLUS.STRIPE82-0144.21233.griz,340.7002,1.1785,2,5.79,16.24,0.02
SPLUS.STRIPE82-0144.21279.griz,339.93300000000005,1.1903,3,4.93,16.3,0.02
SPLUS.STRIPE82-0144.21346.griz,339.9143,1.1757,2,4.86,16.95,0.02
SPLUS.STRIPE82-0144.21952.griz,339.4526,1.1562,3,9.45,16.31,0.02
SPLUS.STRIPE82-0144.21957.griz,340.6611,1.1455,3,5.57,15.2,0.02
SPLUS.STRIPE82-0144.22177.griz,340.6469,1.1234,3,5.46,15.13,0.02
SPLUS.STRIPE82-0144.22517.griz,339.7265,1.1436,2,5.55,16.96,0.02
SPLUS.STRIPE82-0144.22860.griz,339.9601,1.1102,0,5.27,16.71,0.02
SPLUS.STRIPE82-0144.23222.griz,339.9791,1.1112,2,8.9,16.8,0.02
SPLUS.STRIPE82-0144.23273.griz,340.0882,1.1038,0,4.74,16.65,0.02
SPLUS.STRIPE82-0144.23678.griz,340.5901,1.0901,0,7.13,16.81,0.02
SPLUS.STRIPE82-0144.23679.griz,340.7358,1.088,2,14.3,16.0,0.02
SPLUS.STRIPE82-0144.23725.griz,339.46,1.0866,0,20.56,16.38,0.02
SPLUS.STRIPE82-0144.24220.griz,340.3743,1.0631,0,6.81,15.59,0.02
SPLUS.STRIPE82-0144.24303.griz,340.6291,1.0590000000000002,2,6.2,15.07,0.02
SPLUS.STRIPE82-0144.24752.griz,339.7723,1.0428,3,5.37,16.87,0.02
SPLUS.STRIPE82-0144.24829.griz,340.6495,1.0415,0,4.77,16.85,0.02
SPLUS.STRIPE82-0144.24884.griz,340.4193,1.0452,0,15.38,16.72,0.02
SPLUS.STRIPE82-0144.24910.griz,340.728,1.0395,2,4.96,16.46,0.02
SPLUS.STRIPE82-0144.25974.griz,339.7388,0.9964,2,6.47,16.78,0.02
SPLUS.STRIPE82-0144.26089.griz,340.7519,0.9907,3,7.51,15.92,0.02
SPLUS.STRIPE82-0144.27336.griz,340.8124,0.9523,2,6.26,16.21,0.02
SPLUS.STRIPE82-0144.27605.griz,339.6286,1.0059,0,7.28,16.69,0.02
SPLUS.STRIPE82-0144.28489.griz,339.6319,0.9118,3,82.39,15.83,0.02
SPLUS.STRIPE82-0144.28855.griz,340.5953,0.8967,2,4.59,16.05,0.02
SPLUS.STRIPE82-0144.29020.griz,340.3876,0.8891,2,5.01,16.96,0.02
SPLUS.STRIPE82-0144.29314.griz,340.76199999999994,0.8761,2,4.75,16.77,0.02
SPLUS.STRIPE82-0144.29467.griz,340.5389,0.879,2,4.56,16.76,0.02
SPLUS.STRIPE82-0144.29502.griz,340.715,0.8656,3,6.16,15.86,0.02
SPLUS.STRIPE82-0144.29628.griz,340.5705,0.8678,0,16.22,16.6,0.02
SPLUS.STRIPE82-0144.29713.griz,339.9669,0.8633,0,11.77,16.36,0.02
SPLUS.STRIPE82-0144.30255.griz,340.6138,0.8451,2,6.13,16.03,0.02
SPLUS.STRIPE82-0144.31599.griz,340.7123,1.2634,3,15.03,16.49,0.02
SPLUS.STRIPE82-0144.33703.griz,340.8526,1.2723,3,12.78,16.77,0.03
SPLUS.STRIPE82-0144.35329.griz,339.6476,1.1805,3,46.75,16.35,0.02
SPLUS.STRIPE82-0144.35396.griz,340.4131,1.2085,0,5.03,16.56,0.02
SPLUS.STRIPE82-0145.05012.griz,340.9511,-1.2162,0,4.69,16.61,0.02
SPLUS.STRIPE82-0145.05287.griz,341.535,-1.205,2,5.47,16.13,0.02
SPLUS.STRIPE82-0145.05892.griz,341.3473,-1.1997,3,8.25,15.95,0.02
SPLUS.STRIPE82-0145.07066.griz,341.569,-1.1966,3,69.18,16.51,0.02
SPLUS.STRIPE82-0145.07461.griz,341.1718,-1.1421,2,3.58,16.84,0.02
SPLUS.STRIPE82-0145.07783.griz,341.9025,-1.1274,0,6.01,16.88,0.02
SPLUS.STRIPE82-0145.08771.griz,341.7343,-1.0978,0,5.56,16.61,0.02
SPLUS.STRIPE82-0145.09091.griz,342.1082,-1.0831,2,5.66,16.71,0.02
SPLUS.STRIPE82-0145.11669.griz,341.2971,-1.0036,0,11.39,16.67,0.02
SPLUS.STRIPE82-0145.12379.griz,342.2063,-0.9864,0,12.1,16.94,0.02
SPLUS.STRIPE82-0145.15405.griz,341.7538,-0.8888,0,13.2,16.75,0.02
SPLUS.STRIPE82-0145.15810.griz,341.0988,-0.8844,0,4.34,15.18,0.02
SPLUS.STRIPE82-0145.16154.griz,341.1701,-0.8651,2,9.21,16.49,0.02
SPLUS.STRIPE82-0145.16544.griz,341.0823,-0.9372,3,235.2,16.36,0.04
SPLUS.STRIPE82-0145.16695.griz,340.7946,-0.8532,2,17.77,16.71,0.02
SPLUS.STRIPE82-0145.20504.griz,341.0158,-0.7306,0,4.55,16.54,0.02
SPLUS.STRIPE82-0145.20542.griz,340.9654,-0.7658,3,104.35,13.73,0.02
SPLUS.STRIPE82-0145.21016.griz,341.2018,-0.758,2,5.54,16.44,0.02
SPLUS.STRIPE82-0145.21058.griz,341.1651,-0.7336,3,169.5,13.07,0.02
SPLUS.STRIPE82-0145.22279.griz,340.9703,-0.7517,3,83.01,13.71,0.02
SPLUS.STRIPE82-0145.22734.griz,340.9681,-0.7544,3,93.49,13.6,0.02
SPLUS.STRIPE82-0145.23999.griz,341.1688,-0.6521,3,35.51,16.8,0.03
SPLUS.STRIPE82-0145.26500.griz,341.1593,-0.6607,3,6.92,15.25,0.02
SPLUS.STRIPE82-0145.27365.griz,341.3653,-0.5513,2,4.0,16.6,0.02
SPLUS.STRIPE82-0145.29473.griz,341.5239,-0.4932,0,4.23,16.52,0.02
SPLUS.STRIPE82-0145.29993.griz,341.21,-0.4769,3,35.52,15.63,0.02
SPLUS.STRIPE82-0145.30179.griz,341.6731,-0.4766,0,4.01,16.92,0.02
SPLUS.STRIPE82-0145.32063.griz,341.5936,-0.4151,0,4.67,16.91,0.02
SPLUS.STRIPE82-0145.32633.griz,341.1014,-0.1623,2,9.11,12.29,0.02
SPLUS.STRIPE82-0145.34544.griz,341.5901,-0.0616,2,5.15,15.3,0.02
SPLUS.STRIPE82-0145.35097.griz,341.0955,-0.1143,0,6.61,16.3,0.02
SPLUS.STRIPE82-0145.35664.griz,341.7232,-0.136,3,4.92,16.92,0.02
SPLUS.STRIPE82-0145.36192.griz,341.3148,-0.1441,2,8.57,16.82,0.02
SPLUS.STRIPE82-0145.36927.griz,341.5065,-0.2127,3,227.26,11.98,0.02
SPLUS.STRIPE82-0145.38902.griz,342.0639,-0.2327,2,7.5,16.77,0.02
SPLUS.STRIPE82-0145.40190.griz,341.6974,-0.2638,3,16.6,16.38,0.02
SPLUS.STRIPE82-0145.40593.griz,340.88300000000004,-0.275,3,3.88,16.58,0.02
SPLUS.STRIPE82-0145.41331.griz,341.626,-0.2946,2,9.55,16.63,0.02
SPLUS.STRIPE82-0145.42376.griz,341.2634,-0.3353,3,57.95,16.52,0.04
SPLUS.STRIPE82-0145.42566.griz,340.8678,-0.3109,0,6.8,16.65,0.02
SPLUS.STRIPE82-0145.42916.griz,341.9265,-0.3389,0,10.83,16.8,0.02
SPLUS.STRIPE82-0145.43778.griz,341.1035,-0.3481,0,5.53,16.98,0.02
SPLUS.STRIPE82-0145.45317.griz,340.9675,-0.3834,0,13.93,16.75,0.02
SPLUS.STRIPE82-0145.46922.griz,341.6075,-0.0282,0,5.85,15.74,0.02
SPLUS.STRIPE82-0145.47403.griz,341.7681,-0.0739,2,69.08,14.2,0.02
SPLUS.STRIPE82-0146.00120.griz,341.0667,0.0054,0,23.4,16.5,0.02
SPLUS.STRIPE82-0146.00346.griz,340.9349,0.0251,0,5.76,16.93,0.02
SPLUS.STRIPE82-0146.00450.griz,342.1512,0.0224,2,4.86,16.82,0.02
SPLUS.STRIPE82-0146.00520.griz,341.2202,0.0345,2,5.87,16.61,0.02
SPLUS.STRIPE82-0146.01060.griz,341.6023,0.0652,2,5.4,15.61,0.02
SPLUS.STRIPE82-0146.01359.griz,340.9705,0.0698,3,7.98,16.92,0.02
SPLUS.STRIPE82-0146.01481.griz,342.2755,0.0827,2,11.16,16.17,0.02
SPLUS.STRIPE82-0146.02892.griz,342.1026,0.1558,3,5.44,15.79,0.02
SPLUS.STRIPE82-0146.02932.griz,342.0729,0.1635,2,5.79,16.29,0.02
SPLUS.STRIPE82-0146.03006.griz,341.5925,0.1595,2,5.75,16.73,0.02
SPLUS.STRIPE82-0146.03090.griz,341.3296,0.1626,0,12.15,16.47,0.02
SPLUS.STRIPE82-0146.03111.griz,341.8856,0.16399999999999998,2,7.33,15.42,0.02
SPLUS.STRIPE82-0146.03209.griz,342.1321,0.1796,0,7.07,16.48,0.02
SPLUS.STRIPE82-0146.03237.griz,341.7918,0.1715,0,6.69,16.81,0.02
SPLUS.STRIPE82-0146.03284.griz,341.7894,0.17600000000000002,0,8.67,16.79,0.02
SPLUS.STRIPE82-0146.03585.griz,341.134,0.1944,2,5.8,16.58,0.02
SPLUS.STRIPE82-0146.04561.griz,341.5883,0.2411,0,5.48,16.58,0.02
SPLUS.STRIPE82-0146.04843.griz,341.1972,0.2514,0,21.21,16.84,0.02
SPLUS.STRIPE82-0146.05742.griz,341.1433,0.2938,16,20.34,16.74,0.02
SPLUS.STRIPE82-0146.05951.griz,341.934,0.3258,3,139.98,13.06,0.02
SPLUS.STRIPE82-0146.06276.griz,341.9143,0.3211,0,13.47,16.93,0.02
SPLUS.STRIPE82-0146.06278.griz,341.334,0.3272,2,14.64,16.83,0.02
SPLUS.STRIPE82-0146.06778.griz,341.639,0.3487,0,11.01,16.84,0.02
SPLUS.STRIPE82-0146.06841.griz,341.6145,0.3577,2,6.54,16.44,0.02
SPLUS.STRIPE82-0146.07391.griz,341.9045,0.385,2,5.73,15.25,0.02
SPLUS.STRIPE82-0146.07582.griz,341.4789,0.3862,0,9.53,16.71,0.02
SPLUS.STRIPE82-0146.07903.griz,341.2713,0.4047,0,8.81,16.93,0.02
SPLUS.STRIPE82-0146.08132.griz,341.1244,0.4108,0,5.26,16.34,0.02
SPLUS.STRIPE82-0146.08233.griz,340.9046,0.4269,3,10.51,15.71,0.02
SPLUS.STRIPE82-0146.08679.griz,341.3364,0.4371,2,15.08,16.9,0.02
SPLUS.STRIPE82-0146.09271.griz,342.2697,0.4597,2,5.51,16.67,0.02
SPLUS.STRIPE82-0146.09946.griz,341.4759,0.5041,0,17.59,15.64,0.02
SPLUS.STRIPE82-0146.10129.griz,340.9075,0.4995,2,6.71,16.39,0.02
SPLUS.STRIPE82-0146.10378.griz,341.1897,0.5096,2,8.6,16.78,0.02
SPLUS.STRIPE82-0146.11168.griz,341.6706,0.5435,3,7.18,15.97,0.02
SPLUS.STRIPE82-0146.11732.griz,341.1639,0.57,2,5.55,16.34,0.02
SPLUS.STRIPE82-0146.12093.griz,340.9595,0.5858,3,11.12,16.49,0.02
SPLUS.STRIPE82-0146.12160.griz,341.2305,0.6029,0,6.4,16.79,0.02
SPLUS.STRIPE82-0146.12278.griz,342.1203,0.6237,3,105.07,13.07,0.02
SPLUS.STRIPE82-0146.12385.griz,340.913,0.5972,2,12.52,16.68,0.02
SPLUS.STRIPE82-0146.12515.griz,340.923,0.6056,0,12.09,16.81,0.02
SPLUS.STRIPE82-0146.12937.griz,341.6904,0.6409999999999999,2,18.04,15.39,0.02
SPLUS.STRIPE82-0146.13496.griz,341.4176,0.6623,2,7.87,15.44,0.02
SPLUS.STRIPE82-0146.14042.griz,341.2156,0.6774,3,34.55,16.73,0.02
SPLUS.STRIPE82-0146.14065.griz,340.9938,0.6735,0,19.21,16.86,0.02
SPLUS.STRIPE82-0146.14126.griz,341.2092,0.6772,3,6.59,16.69,0.02
SPLUS.STRIPE82-0146.14386.griz,341.1397,0.6854,0,7.35,16.43,0.02
SPLUS.STRIPE82-0146.14850.griz,341.51199999999994,0.7091,2,5.95,16.76,0.02
SPLUS.STRIPE82-0146.15722.griz,342.1778,0.7576,3,29.45,15.83,0.02
SPLUS.STRIPE82-0146.18959.griz,341.5684,1.2186,2,5.13,16.78,0.02
SPLUS.STRIPE82-0146.19081.griz,340.9226,1.2193,0,5.06,16.32,0.02
SPLUS.STRIPE82-0146.19922.griz,341.2053,1.1644,0,5.49,16.34,0.02
SPLUS.STRIPE82-0146.20388.griz,341.8517,1.1676,3,31.12,16.97,0.04
SPLUS.STRIPE82-0146.20623.griz,341.87800000000004,1.1702,2,5.95,15.86,0.02
SPLUS.STRIPE82-0146.20738.griz,341.975,1.128,3,135.82,10.35,0.02
SPLUS.STRIPE82-0146.20920.griz,341.4364,1.0911,3,5.61,14.65,0.02
SPLUS.STRIPE82-0146.20937.griz,342.001,1.1352,3,133.35,10.33,0.02
SPLUS.STRIPE82-0146.20945.griz,341.3929,1.1378,2,7.44,16.71,0.02
SPLUS.STRIPE82-0146.21275.griz,341.1946,1.1326,2,4.97,16.83,0.02
SPLUS.STRIPE82-0146.21688.griz,341.5783,1.1062,2,16.9,16.74,0.02
SPLUS.STRIPE82-0146.21733.griz,341.1474,1.0991,0,9.04,16.9,0.02
SPLUS.STRIPE82-0146.22146.griz,342.1512,1.0925,3,5.56,16.89,0.02
SPLUS.STRIPE82-0146.22303.griz,341.0415,1.0728,2,10.77,15.73,0.02
SPLUS.STRIPE82-0146.22359.griz,341.755,1.0752,2,7.71,16.76,0.02
SPLUS.STRIPE82-0146.22930.griz,341.6364,1.0502,0,7.67,16.84,0.02
SPLUS.STRIPE82-0146.22956.griz,342.0722,1.0381,3,40.81,16.37,0.02
SPLUS.STRIPE82-0146.23292.griz,341.5175,1.0252,3,6.49,16.14,0.02
SPLUS.STRIPE82-0146.23407.griz,341.0363,1.0227,0,4.95,16.97,0.02
SPLUS.STRIPE82-0146.23418.griz,341.4523,1.0275,0,7.62,16.97,0.02
SPLUS.STRIPE82-0146.23881.griz,340.9873,1.0005,2,5.8,14.96,0.02
SPLUS.STRIPE82-0146.24152.griz,341.8882,0.9925,0,9.66,16.99,0.02
SPLUS.STRIPE82-0146.24534.griz,341.4469,0.9744,0,5.68,16.75,0.02
SPLUS.STRIPE82-0146.25530.griz,341.4585,0.9368,0,4.63,15.83,0.02
SPLUS.STRIPE82-0146.25664.griz,342.1754,0.9132,2,5.29,15.96,0.02
SPLUS.STRIPE82-0146.25791.griz,341.6572,0.9062,0,11.2,16.98,0.02
SPLUS.STRIPE82-0146.25807.griz,341.7558,0.9146,3,5.05,16.99,0.02
SPLUS.STRIPE82-0146.25909.griz,342.0105,0.9117,3,5.68,16.45,0.02
SPLUS.STRIPE82-0146.26008.griz,342.0634,0.8963,0,5.53,16.66,0.02
SPLUS.STRIPE82-0146.27479.griz,341.0582,0.8187,2,14.89,16.43,0.02
SPLUS.STRIPE82-0146.27896.griz,341.1569,0.7978,0,5.05,16.72,0.02
SPLUS.STRIPE82-0146.27945.griz,341.5651,0.7969,0,8.72,16.45,0.02
SPLUS.STRIPE82-0146.28334.griz,341.6005,0.7735,2,5.89,14.78,0.02
SPLUS.STRIPE82-0146.28574.griz,341.0054,0.7526,0,5.37,15.53,0.02
SPLUS.STRIPE82-0147.04788.griz,343.2953,-1.2103,2,4.52,16.32,0.02
SPLUS.STRIPE82-0147.05773.griz,343.6172,-1.1763,0,9.96,16.66,0.02
SPLUS.STRIPE82-0147.06035.griz,343.3982,-1.1678,2,16.51,16.95,0.02
SPLUS.STRIPE82-0147.07395.griz,343.1443,-1.1175,2,12.04,16.68,0.02
SPLUS.STRIPE82-0147.08342.griz,343.4319,-1.0903,2,3.6,16.35,0.02
SPLUS.STRIPE82-0147.09343.griz,342.4782,-1.0701,3,113.31,16.94,0.11
SPLUS.STRIPE82-0147.09891.griz,343.1944,-1.0375,3,15.99,15.84,0.02
SPLUS.STRIPE82-0147.10659.griz,342.5263,-1.0493,2,57.69,13.72,0.02
SPLUS.STRIPE82-0147.12210.griz,343.2083,-0.9549,0,3.28,16.21,0.02
SPLUS.STRIPE82-0147.12758.griz,343.5922,-0.9317,0,6.46,16.66,0.02
SPLUS.STRIPE82-0147.13699.griz,343.624,-0.8974,0,8.44,16.52,0.02
SPLUS.STRIPE82-0147.14847.griz,343.5875,-0.8595,0,3.3,16.19,0.02
SPLUS.STRIPE82-0147.16367.griz,342.9563,-0.8303,2,5.53,15.6,0.02
SPLUS.STRIPE82-0147.16983.griz,342.8763,-0.7884,2,4.09,16.88,0.02
SPLUS.STRIPE82-0147.17541.griz,343.1724,-0.7621,2,15.73,16.8,0.02
SPLUS.STRIPE82-0147.18440.griz,343.1915,-0.7332,2,14.62,16.73,0.02
SPLUS.STRIPE82-0147.21297.griz,343.4054,-0.6413,0,3.64,16.98,0.02
SPLUS.STRIPE82-0147.21356.griz,343.4894,-0.6513,3,8.15,16.68,0.02
SPLUS.STRIPE82-0147.21704.griz,343.2265,-0.6285,0,5.6,16.54,0.02
SPLUS.STRIPE82-0147.21929.griz,342.3216,-0.6258,3,3.71,16.08,0.02
SPLUS.STRIPE82-0147.23655.griz,343.3571,-0.5710000000000001,0,4.74,15.95,0.02
SPLUS.STRIPE82-0147.25011.griz,342.5718,-0.5232,0,3.23,16.55,0.02
SPLUS.STRIPE82-0147.25083.griz,343.1735,-0.0673,3,18.26,16.65,0.02
SPLUS.STRIPE82-0147.25140.griz,342.48900000000003,-0.1614,6,4.87,11.84,0.02
SPLUS.STRIPE82-0147.25949.griz,342.9738,-0.3738,3,3.51,16.84,0.02
SPLUS.STRIPE82-0147.25995.griz,343.5814,-0.3789,0,3.34,16.59,0.02
SPLUS.STRIPE82-0147.26122.griz,343.2222,-0.3859,3,4.91,16.32,0.02
SPLUS.STRIPE82-0147.26228.griz,343.0975,-0.3873,2,8.63,16.54,0.02
SPLUS.STRIPE82-0147.26759.griz,343.3874,-0.4118,2,4.58,15.59,0.02
SPLUS.STRIPE82-0147.27068.griz,343.1534,-0.4177,0,4.75,16.73,0.02
SPLUS.STRIPE82-0147.28962.griz,342.6213,-0.4755,0,3.59,16.93,0.02
SPLUS.STRIPE82-0147.29421.griz,342.2703,-0.4963,0,3.3,16.72,0.02
SPLUS.STRIPE82-0147.29576.griz,342.211,-0.494,2,2.95,16.16,0.02
SPLUS.STRIPE82-0147.30953.griz,343.3186,-0.015,2,16.59,16.08,0.02
SPLUS.STRIPE82-0147.31186.griz,342.2468,-0.0151,2,3.28,16.9,0.02
SPLUS.STRIPE82-0147.31757.griz,342.2491,-0.0394,2,6.45,15.29,0.02
SPLUS.STRIPE82-0147.31970.griz,342.64599999999996,-0.0439,2,6.06,16.76,0.02
SPLUS.STRIPE82-0147.32215.griz,343.0879,-0.0578,3,9.13,16.22,0.02
SPLUS.STRIPE82-0147.33300.griz,342.4432,-0.1513,3,3.26,13.62,0.02
SPLUS.STRIPE82-0147.34954.griz,343.5189,-0.1615,3,5.07,16.32,0.02
SPLUS.STRIPE82-0147.35650.griz,343.539,-0.1999,3,66.4,14.99,0.02
SPLUS.STRIPE82-0147.35862.griz,343.0437,-0.5188,3,172.15,11.04,0.02
SPLUS.STRIPE82-0147.35878.griz,343.2475,-0.2003,3,34.59,15.41,0.02
SPLUS.STRIPE82-0147.37074.griz,343.4469,-0.2408,0,5.93,16.41,0.02
SPLUS.STRIPE82-0147.37664.griz,342.7397,-0.2842,0,3.74,15.87,0.02
SPLUS.STRIPE82-0147.38460.griz,342.5012,-0.2912,2,3.55,16.13,0.02
SPLUS.STRIPE82-0147.38593.griz,342.9878,-0.2947,2,5.36,16.84,0.02
SPLUS.STRIPE82-0147.39050.griz,342.6714,-0.3164,0,7.35,16.55,0.02
SPLUS.STRIPE82-0147.39186.griz,342.86400000000003,-0.3112,1,9.9,16.72,0.02
SPLUS.STRIPE82-0147.39602.griz,343.1724,-0.3318,0,22.85,16.97,0.02
SPLUS.STRIPE82-0148.00735.griz,343.2631,0.0445,2,4.48,16.39,0.02
SPLUS.STRIPE82-0148.01182.griz,343.4014,0.0632,2,4.7,15.82,0.02
SPLUS.STRIPE82-0148.02026.griz,343.1549,0.1016,0,2.9,16.63,0.02
SPLUS.STRIPE82-0148.02052.griz,343.2394,0.1018,0,12.0,16.03,0.02
SPLUS.STRIPE82-0148.03126.griz,342.6544,0.1471,2,3.8,16.02,0.02
SPLUS.STRIPE82-0148.04203.griz,343.4124,0.1835,3,62.19,10.67,0.02
SPLUS.STRIPE82-0148.05784.griz,343.1545,0.2471,0,19.43,16.87,0.02
SPLUS.STRIPE82-0148.06037.griz,343.5799,0.2576,2,3.47,15.96,0.02
SPLUS.STRIPE82-0148.06142.griz,343.2248,0.2738,0,3.31,16.96,0.02
SPLUS.STRIPE82-0148.06775.griz,343.593,0.3046,0,3.54,16.91,0.02
SPLUS.STRIPE82-0148.06839.griz,342.5861,0.2967,3,4.27,16.89,0.02
SPLUS.STRIPE82-0148.06915.griz,342.3862,0.3038,3,70.61,10.48,0.02
SPLUS.STRIPE82-0148.06976.griz,343.0683,0.3101,2,3.6,16.53,0.02
SPLUS.STRIPE82-0148.07110.griz,343.1173,0.2945,2,3.84,15.54,0.02
SPLUS.STRIPE82-0148.07394.griz,342.3298,0.3358,2,4.85,16.34,0.02
SPLUS.STRIPE82-0148.08236.griz,343.00199999999995,0.3637,2,4.71,16.55,0.02
SPLUS.STRIPE82-0148.08443.griz,343.1052,0.3775,0,3.39,15.96,0.02
SPLUS.STRIPE82-0148.08521.griz,343.07,0.3702,2,8.51,16.22,0.02
SPLUS.STRIPE82-0148.08647.griz,343.0635,0.3869,0,6.3,16.01,0.02
SPLUS.STRIPE82-0148.08708.griz,343.4165,0.389,0,3.06,16.86,0.02
SPLUS.STRIPE82-0148.08757.griz,343.2726,0.3858,2,16.64,16.71,0.02
SPLUS.STRIPE82-0148.09104.griz,342.6167,0.3937,0,6.44,16.32,0.02
SPLUS.STRIPE82-0148.09632.griz,342.9298,0.4153,2,4.22,14.14,0.02
SPLUS.STRIPE82-0148.09923.griz,343.2703,0.4082,2,3.53,14.83,0.02
SPLUS.STRIPE82-0148.10449.griz,343.2474,0.4499,2,9.13,15.4,0.02
SPLUS.STRIPE82-0148.10887.griz,343.1059,0.4742,0,10.22,16.59,0.02
SPLUS.STRIPE82-0148.10957.griz,343.1439,0.4673,3,47.8,12.39,0.02
SPLUS.STRIPE82-0148.11244.griz,343.1471,0.4734,3,47.59,16.01,0.02
SPLUS.STRIPE82-0148.11582.griz,343.0252,0.5006,2,15.04,16.58,0.02
SPLUS.STRIPE82-0148.12112.griz,342.504,0.5099,3,13.49,16.05,0.02
SPLUS.STRIPE82-0148.12118.griz,343.3528,0.53,0,3.11,16.7,0.02
SPLUS.STRIPE82-0148.13189.griz,343.1201,0.5686,0,6.75,16.69,0.02
SPLUS.STRIPE82-0148.13633.griz,343.0077,0.5832,2,5.85,16.39,0.02
SPLUS.STRIPE82-0148.13654.griz,342.844,0.5868,3,3.05,16.93,0.02
SPLUS.STRIPE82-0148.13824.griz,343.0801,0.5956,0,3.31,16.32,0.02
SPLUS.STRIPE82-0148.13874.griz,343.379,0.5994,2,5.04,16.85,0.02
SPLUS.STRIPE82-0148.13880.griz,342.9415,0.5906,3,133.66,10.63,0.02
SPLUS.STRIPE82-0148.13933.griz,342.9721,0.6001,3,3.01,16.91,0.02
SPLUS.STRIPE82-0148.14479.griz,343.5582,0.6254,0,8.72,16.5,0.02
SPLUS.STRIPE82-0148.14731.griz,342.9226,0.6041,3,5.28,16.35,0.05
